,37184 dsm,37226 dsm,37280 dsm,41276 dsm,41278 dsm,41288 dsm,41526 dsm,41530 dsm,41538 dsm,41544 dsm,42514 dsm,42658 dsm,42660 dsm,42664 dsm,42704 dsm,42708 dsm,42816 dsm,43542 dsm,43544 dsm,43546 dsm,43556 dsm,43742 dsm,69914 battery_storage,69915 battery_storage,69920 battery_storage,69924 battery_storage,69925 battery_storage,69929 battery_storage,69931 battery_storage,69958 battery_storage,69975 battery_storage,70054 battery_storage,70058 battery_storage,70134 battery_storage,70154 battery_storage,70226 battery_storage,70292 battery_storage,70310 battery_storage,70372 battery_storage,70512 battery_storage,70797 battery_storage,76818 battery_storage,76942 battery_storage,77068 battery_storage
0,0.27708320614809123,0.26279040738726184,0.27556021604871045,0.2870652784664205,0.29566756549862006,0.24558409087861996,0.2748507443803985,0.26049488696315826,0.23620081111023744,0.3034250421133937,0.2703275492454673,0.28710401056224516,0.30050302361185904,0.3118259431460673,0.32246229211929855,0.2970381217141919,0.2781969634069571,0.280249007360413,0.2898932933348906,0.2552066848699561,0.27195647428336345,0.2644475280448122,0.7977998485167821,0.7950786602015447,0.7975163750532197,0.7969888743787709,0.7992397535101798,0.7979562689618367,0.7989933629830678,0.7993370985984802,0.7977755543432737,0.7950752670510431,0.8007201275160146,0.7975512919495407,0.7980720991125474,0.8001778156592928,0.79825087564404,0.8011054595311483,0.7999511404257071,0.7975410387433809,0.7960840475802519,0.7956621050834656,0.7983011603355408,0.8047802448272705
1,0.2546497303134502,0.24139083318030383,0.25368496091342163,0.2597250418775802,0.26544932662367426,0.21963959607765768,0.24605335498083367,0.2257777330618875,0.19761414591513818,0.2775838712047092,0.22946662384441757,0.2581103585440927,0.2715694050320849,0.28236188210342417,0.2951003221526989,0.26821694001393453,0.24638024075762327,0.2505653693309314,0.26262077840948944,0.2257713366625556,0.23431362883815623,0.2282377593769448,0.8225972549120585,0.8207926724595253,0.8219365834774456,0.8223772043048745,0.8233952071530963,0.8223805187678919,0.8230228342391827,0.8237028241157531,0.822586568092045,0.8195212927092327,0.8247443697480268,0.8221341380216542,0.8233120842621877,0.8238808636007637,0.8228799401456294,0.825007622624621,0.8237530330294057,0.8222605010558819,0.8211687997895845,0.8195595741271973,0.8227226138114929,0.8273336291313171
2,0.338092384655071,0.3185820315909313,0.3354754755511224,0.34131177943320096,0.3610821991253875,0.2961881579036119,0.33283685828144344,0.3264080265138978,0.32561446531247296,0.36263714865256713,0.36192331936142796,0.34488508826203396,0.35652796555867916,0.3682688505590632,0.3781359879805059,0.35861678479354975,0.34219081219713754,0.3356513413700669,0.3427759703646901,0.32251084839659805,0.3366739971849062,0.3280042643856392,0.825824358065923,0.824382922715611,0.825159015140467,0.8258926741557546,0.8270807531380568,0.825491850695959,0.8263262518394141,0.8264521455764771,0.8257090885388224,0.8227997885996037,0.8279618828795677,0.8255597766741966,0.8265518362705524,0.826942520922628,0.8260281465727569,0.8275777543032611,0.8273063815738025,0.8253117039285857,0.8237005131585258,0.824793815612793,0.8287007808685303,0.8332681655883789
3,0.32380172317076517,0.30698974925225553,0.32138261245425503,0.3359952188799585,0.35169557538651874,0.29262341634649425,0.32670479444607986,0.32210817892629856,0.3105478308985548,0.35192692678362186,0.3510887382643019,0.3392659880165959,0.3521929239718362,0.3617043329520721,0.3705008825103322,0.3493054937577076,0.3357354502189988,0.33313789771907965,0.33658199450215337,0.3112752313023155,0.3402678296079566,0.32799840565361743,0.8208586949110032,0.8184167306230525,0.8199124269784536,0.8201888306896286,0.8209338217867651,0.8208499943337789,0.8207617453586908,0.8222977328300476,0.8210441937572077,0.8163758112808291,0.8218758255243301,0.8196572421245205,0.8235035028595191,0.8222973048686981,0.822025062917154,0.8227547922252137,0.822826766261929,0.8204911602982159,0.8201818587828655,0.8191848993301392,0.8226596117019653,0.8340050578117371
4,0.39762121721753246,0.3727442196757207,0.3941944665719517,0.39699464281410496,0.42361705429657726,0.3483645572981643,0.39009201086889195,0.3917197955213746,0.39782965885590443,0.4137838632479183,0.4418083115489335,0.4043490223011141,0.41483811820576183,0.42381021796974044,0.4307526224879595,0.4167687479644594,0.40344394269694206,0.3954569152832229,0.3951361324832988,0.37964209720759035,0.4117497798745369,0.3979582545132233,0.8195985062917074,0.8163388735718198,0.8185225554874965,0.8183861159452117,0.8184619013524989,0.8197708079000798,0.8190206711674914,0.8215692961215972,0.8201759272500089,0.8166127472781064,0.8196082943400671,0.8175111164167089,0.8237729668617249,0.8210988260548691,0.8214641975451119,0.8216378225220574,0.8217273366294409,0.8197465569808565,0.8195788154796678,0.8167853355407715,0.821160614490509,0.8292280435562134
5,0.27433974615081136,0.2593735398802073,0.2730439371235357,0.27865126968812837,0.28721891116397336,0.23741263173559402,0.26566057053900705,0.2482954337935739,0.22181450539405742,0.29499899326360346,0.2562372460713973,0.2781936828021592,0.2916135172225108,0.30221884327295184,0.3135424218385489,0.2879419430412241,0.2672402866468001,0.27074702972020953,0.2813406882104937,0.2454988850506389,0.2589543876321035,0.25213613061264334,0.8257279175519944,0.8219674786533973,0.8248790330172416,0.8239270070991894,0.8241615431164507,0.8257287966042031,0.8252740836437837,0.8274176609516144,0.8263271805487181,0.8223254663890667,0.825569519816443,0.8220146495161704,0.8296617504495841,0.8273471645240126,0.8276598684898409,0.8277543444692352,0.8282094480175721,0.8260864055362241,0.8253088070421802,0.8202801942825317,0.8258984088897705,0.8372993469238281
6,0.2838193646608051,0.2668498700603156,0.2826380576916053,0.2798991609094455,0.28956473732627896,0.23817383258679914,0.26648661212854663,0.24665496133955025,0.22282786160139,0.2971243671216782,0.25699159700442636,0.2795154971906029,0.2921251043600181,0.3016362699037044,0.31399004426916816,0.28975399121797485,0.26705785283447375,0.27090587443458514,0.2813110034032119,0.247163926995794,0.2568761197689354,0.2500195849273826,0.832423156897227,0.8289369270958081,0.8309817777278116,0.8305970448078496,0.830629087427757,0.831784378464629,0.8315958639721811,0.8337772488594055,0.8326952124896803,0.8289847196487898,0.832176920979522,0.8284516224583376,0.8357890265492293,0.8337096376665707,0.8337655721334466,0.8340065398333986,0.8346414828771039,0.8321096707006981,0.8317790785614325,0.8268690705299377,0.832397997379303,0.8441741466522217
7,0.3492616002026593,0.3299129630736764,0.3462643020312408,0.35675454570439225,0.37777937796586797,0.3116727073224439,0.3488845594658449,0.3456767378947649,0.3441008823723306,0.37618159481520375,0.3826027156034023,0.36105234000206826,0.37275467024002396,0.3847865011544589,0.3930075839425714,0.373549333778679,0.3592913171586481,0.35239907265555764,0.3586822767862139,0.33841545356135777,0.3579980253353371,0.3485147282445117,0.8235936417182287,0.8192400422060129,0.8223888901052575,0.8221416066188624,0.8220882925910882,0.8226404466280123,0.8231931420020115,0.8251060831546784,0.8237721167112652,0.8197273514913709,0.8235737539308016,0.8193643255141175,0.827094364624757,0.8248565803314077,0.8246523652398636,0.825477201997498,0.8262981615568462,0.8234549031175417,0.822524678950407,0.8181920647621155,0.8241002559661865,0.8347914218902588
8,0.3236696957318007,0.30644831991998245,0.3213761738563824,0.33335271824853524,0.34916229165770507,0.2900583934606168,0.32387911621687,0.31832408385284794,0.3073408361915904,0.3495603877506711,0.34837676746956187,0.3366171319484584,0.34959800330832774,0.3581738768780513,0.3675624654979065,0.34662953928117773,0.33248527113273424,0.33037695878347184,0.3332748332276063,0.308555971289737,0.33730868812579345,0.32442281419039304,0.8129234693447749,0.8086978180540932,0.8125674332060465,0.8111424207097233,0.8113085336956689,0.8123454124462314,0.8124403426676621,0.8155265545845032,0.8135891418707998,0.8096475584453411,0.8128040859172511,0.8082090526529886,0.8171157579009349,0.8140399106617632,0.8145893515413823,0.8159232080718617,0.8157522780330557,0.8129646623956746,0.8120757937431335,0.8064876198768616,0.812859833240509,0.821722686290741
9,0.35342778914176,0.33389824415439406,0.35052955398605995,0.3632654450049885,0.38320077310119094,0.3179507368769488,0.35505256646638744,0.3543358219496662,0.3481914811082526,0.3783557181606722,0.39143918825166846,0.36837816599635975,0.3806116220685566,0.3897091819845796,0.3971453342953014,0.37864910607903596,0.3662652619312482,0.3617842591854629,0.36294697994006675,0.34087832399464507,0.3748741041313366,0.36126670312869835,0.8153327093521754,0.8117018953116253,0.8158262388631442,0.8144447322529141,0.8144222731267854,0.8157441267153112,0.8159863112885275,0.8186424148082733,0.8167614701547121,0.8131788306021959,0.8149314793043358,0.8112669231243503,0.8203058982124696,0.8171088726356112,0.8178407388900403,0.8184643100809168,0.8185032194382266,0.8166539340183653,0.8161017213548932,0.813920259475708,0.8187434077262878,0.8284409642219543
