,0 battery,0 pumped_hydro,1 battery,10 battery,11 battery,12 battery,12 pumped_hydro,13 battery,13 pumped_hydro,14 battery,14 pumped_hydro,15 battery,15 pumped_hydro,16 battery,17 battery,18 battery,19 battery,2 battery,20 battery,20 pumped_hydro,21 battery,22 battery,22 pumped_hydro,23 battery,23 pumped_hydro,24 battery,24 pumped_hydro,25 battery,25 pumped_hydro,26 battery,26 pumped_hydro,27 battery,28 battery,29 battery,29 pumped_hydro,3 battery,3 pumped_hydro,31613 battery,31638 battery,31672 battery,4 battery,4 pumped_hydro,6 battery,6 pumped_hydro,7 battery,7 pumped_hydro,8 battery,8 pumped_hydro,9 battery,9 pumped_hydro
0,-3.777490439490314,-2.5594045493252175,-539.9764062940632,-75.73517080990032,-293.9544429284568,-3.057271843139631,-1.7654340910345587,-596.0004959240198,-138.44112934697304,3.3003675297948853,4.79664317651287,-220.66076183124352,-411.441019913218,167.47185428439877,-219.62726935824696,-215.37459463665266,-143.52973293478996,-461.665781442073,-2189.547916834882,-220.5953275970914,-336.187882573208,-14.062789959660174,-9.870573910816715,-109.08051699741426,-251.85607886757944,-128.16686381003692,-610.0429858791882,-50.88188732623712,-58.77128119536988,-177.72128508244677,-400.86300628173956,-52.119963008499965,-4692.103820502397,-4.867092605576994,-3.0829611591440993,822.7940297975651,0.07228506365792672,-2.3555607033187966,-3.2836518779964172,-1.4036000022316817,4709.721847476143,3821.8983782674204,-373.88360995810007,-1012.5617854008634,-224.80905295948298,-63.78260761847191,-15.731437244976812,-4.020370658257872,-0.7931566413373592,-0.3931130736001939
1,-1.2557250296988887,-1.4021564226446825,-1936.1585270905284,-206.81957272435622,-157.85549773133098,-0.8099790659355466,-0.9194330387113807,-2574.1387908902943,-287.13553959314714,4.062169408956487,5.570752307035276,-955.8364950761936,-1076.1837012493456,-170.854304931899,-515.5862024419023,-932.2168431454246,-220.37357484970394,-2146.303720630359,-870.345727382874,-195.60996627444231,-281.9432596857808,-9.115381490151368,-6.539242753465042,-302.0346420643863,-606.5085258545271,-918.9933180309871,-1978.3930115654725,-283.9850188092572,-114.406856912107,-383.39641815446043,-849.4011332619112,-160.41595000699542,-1093.438270477364,-2.3007235529840333,-1.7493830027748714,36.2286380125581,0.049814427151819704,-0.8682966179401503,-1.129092704934984,-0.5818419824843688,-4778.1446313180495,-4003.9984119380815,-410.7581649575328,-1023.7922697317769,-346.2943909337726,-61.25572722984254,-10.411507973800457,-4.395737280962375,0.5343399121336392,-0.16928519832217087
2,-263.0504267026292,-69.83212108131512,1791.597474768721,-8.784800540577862,-0.7707831998182633,-79.01338523912186,-151.7470863985364,-17.682860889637755,-13.175349248967304,1270.858908774866,1015.8850270381944,-13.255560219947812,-14.64097045695907,73.0987648374729,-237.02699057683003,-11.700830910897125,-158.46732881858583,152.37272648089106,-1.1295087291771013,-1.2526998102049705,-10.143116433575711,-1105.5518067011194,-153.71203927854629,-7.249525907708009,-5.475384513261704,-107.34504483249077,-167.99801546132392,-1132.0756234985904,-219.13832718044813,-7.950802289310082,-4.3625325286030465,-17.181372087323894,-0.9868428834794769,-385.99598272794833,-13.748864794504737,116.50660649911521,0.025950111823741184,-8.876403754963944,-17.07508609325733,-1.897920020817344,1092.2589819067039,641.7540124921517,-24.81223499354212,-330.64357512480683,-232.99871452744304,-63.9150687757472,-207.50982621090964,-1394.3191893686835,-299.2393687425386,-262.55500915912666
3,-1060.3429205443801,-147.72079412369868,-1870.292703322294,-2.1586451892751697,-0.8598430653975664,-336.129024661417,-388.47221104886614,-8.893274665449141,-7.210939746063972,17.773288545164995,19.59152714050852,-1.2726806443136356,-1.0762864606830669,53.23077365603211,-5.719678364142453,-0.9920155228504157,2.0673624640504613,-888.9153191930218,-2.4552971004057325,-2.286890909497592,-33.06369501438361,-291.7881439773819,-92.83424404744443,-2.8112341149480424,-2.1056089889658542,-2.8339514949323634,-2.3426915553973715,-47.290770960410555,-55.912476608672705,-12.068849029284221,-5.574090306221447,-7.151643374385344,-2.662858838927252,-1611.0159080903268,-19.93960931882439,42.935372984426486,0.013498226471973171,-12.771980404774583,-29.478859254964533,-2.420971448831043,1433.6480813279693,907.9375064289059,239.11869391611688,165.06788366337287,-1.708563461855988,-12.298085851577952,-179.9794720585565,-417.05659612556445,-1335.2298592611144,-686.6948612865538
4,1039.8796115973628,0.02262418879117714,2024.8602460827456,9.840904898824174,350.4183956092363,3.976024579182999,-0.03305082206449325,173.49402758190564,0.0028630918725312537,-84.964335161985,-0.0042184216660832025,3.135075565381478,0.02822848779324888,71.10095829514856,258.44290250211026,4.393645650701972,103.13602911995152,41.330215550549354,2403.1532852131704,0.09294864624267136,33.529598066826026,8.249992325365586,-0.027980995362199237,325.2009440941181,0.0445283310699149,23.467282678680295,0.009683816856533134,-31.725049194767735,-48.075864973969914,3.202333516159948,-0.07954765844523934,15.74269679872583,4724.8955231087075,1531.4025212138556,-0.00482714021462087,16.857110553565064,-0.061658205484908093,18.159089372548685,38.547894520952426,3.8793618578774467,2969.3168003816463,1792.484800161106,318.8889241663493,552.7213075309344,193.1142181822973,10.192784958357116,3.087112820617065,-0.1397763344029071,-2.72920586334818,-2.826336596276992
5,-1083.290562862252,-0.21554354810853182,-88.7304866890687,-11.365390352198474,-363.97338875235386,-4.2658120525110075,-0.19773454307389407,-180.7887261254808,-0.15276081526316163,81.54466376954035,0.07147939788924407,-3.63045976009056,-0.3779069005103397,-0.010011908709294411,-300.76514776490797,-5.062544407271156,-131.6311226984852,-66.03182972087012,-2499.2111855517596,-0.042179620463325684,-35.441604830030606,-8.680793855428302,-0.1862433717098172,-338.8596475417531,-0.2048273165809511,-24.630882216643336,-0.3105763994417797,-59.405380209565465,-62.10936849742973,-3.2036590030287755,-0.1728178431718655,-24.931084672943825,-169.85831725968367,-1595.3096134357836,-0.20325489577329292,24.041944878010522,-0.07054750628317985,-19.00629664209315,-40.26179563683737,-4.111454450773424,-0.0005553510766356136,0.00011108717465431331,-595.3217684223176,-1297.7802425474251,-250.85109152736712,-48.009152570172205,-3.3280785518055134,-0.34301361138244446,-0.0902665892907265,-0.13047826244636446
6,7.639198422293467,0.026413494024828524,3.7304338496798084,6.458190170708399,0.9871061987812642,11.36530030535361,0.019715963199852138,8.540948598169065,0.008729404007803199,-303.62829193132785,-537.8889813706209,6.915770209336198,0.06382357710949461,-170.85409895875046,2.2053732209825236,6.184869041036123,2.317135874644301,2.306459481872595,4.430913340399016,-0.029486702826291407,3.9194900793243534,10.84031357012813,0.0026041299309597504,6.112033236837969,0.042119026685298704,6.749970247894752,0.05971254555289532,4.803409787155925,0.05900077344298487,17.762329399511714,-0.05907867124116158,5.887441110857065,-30.519160614933995,9.249105952924035,0.017167855402357053,2021.0744644819692,-0.09015006958307238,6.5634595823111415,8.664311296387735,1.7761468381667207,-4778.140761692084,-1596.4163458184198,3.4931319299548864,0.06284443499639264,4.0609430177760535,0.059134497595276225,15.294393755851463,-0.024626239407499084,4.025108130498622,0.03807868058979027
7,-8.071126776699936,-0.1437418943281557,-2024.4676710833648,-6.801131145685439,-2.2024476482217983,-11.962787861493505,-0.1596565170428203,-9.058111291181541,-0.1768435628328535,-1349.728209758904,-1394.8128179998866,-7.288425330267033,-0.14949810116426404,164.02919299330944,-2.332062421800358,-6.520507237502332,-2.448877295881757,-2.4444365797826535,-8.832974142665918,-0.24380128943023704,-4.167273953386752,-11.442528348385341,-0.1838413985744294,-6.47318454343204,-0.14441007391184366,-7.123416860730791,-0.1662518510794876,-5.075838057062079,-0.11944705614697967,-19.035833081321872,-0.4053826922958721,-6.20398902307183,-4721.556534082516,-9.77093210031819,-0.17499962110657236,-3444.4549860426223,-0.6840969788197533,-6.957496776133851,-9.148945949884274,-1.929821836953221,46.1461200649837,45.29815022311482,-3.6728639187190995,-0.13942238793683348,-4.3005856338313455,-0.12310905522459539,-16.084807472311272,-0.34408847935614584,-4.261891330693524,-0.15399694267139907
8,0.05112762984290222,0.007401852204996276,944.0675152982323,0.09092816626374808,0.00011064291839776863,0.054494647696606786,0.007794226159492877,0.04406323033153728,0.008076182813270983,0.1453167858916582,0.00639771140807807,0.07001647688857568,0.010806887101999542,-0.025049821693154048,0.04118821433781945,0.08200397723760497,162.4097660105022,279.11156662032573,0.030834622056569422,0.007876754024257148,0.024551745726525437,0.05274802365910747,0.007473079549282705,0.03665414660999829,0.009256330044290655,0.0534813249725124,0.011179923310535194,0.21862260747681322,0.012410041692277112,0.051833602255185095,0.007947633113677922,0.09940019246610218,0.02168754459586747,0.052747850051512,0.006469870224497324,0.07404213956917047,0.009117385059325533,0.051224428644413206,0.05272151193974633,0.03778412842852357,3815.124855030917,346.4704616317233,0.0488717432942032,0.010800886480003359,0.05027526553855226,0.01060129718025932,0.054376152744336645,0.011816301075881564,0.04918821734816462,0.00907876884629553
9,0.3346656152750503,-5.6237592220071374e-05,988.3706952783086,0.14666598610054926,0.23440115616497315,0.3738509922640167,-0.00018466601307063658,0.400841986329813,3.1799121289088905e-05,0.8329637722657423,0.0008514800537705904,0.23875988458977934,-0.0007952647309358938,-0.041017574687967406,0.11257637278815652,0.1983023588663105,-0.06880609022043944,-0.0644731839775556,0.4957964990061285,0.0005483860265970975,0.29163637657447733,0.4163533008938024,0.00013583748776516916,0.3195883063615109,0.0001379804436812855,0.2860826416029968,-0.0005997265370643028,-0.009364616230131878,-0.0031283014041623893,0.5218323035907876,-0.00041003028667773063,0.10758152479511263,0.5535437524306444,0.3847248512572694,-4.413193713986158e-05,0.5252467341286202,-0.001566433468528949,0.3586822466252949,0.35641797652256274,0.26416905539304475,0.009027613535026624,0.02449001291249505,0.14310936053597278,-0.0009944012826911212,0.17634572077960597,-0.0009206482692434015,0.4336629176019824,-0.0005390912704459367,0.18861653220837585,-0.00076129655894771
