name,scn_name,bus,carrier,p_nom,p_max_pu,marginal_cost,efficiency,up_time_before,e_nom_max,control,weight,p_nom_opt
12 run_of_river ramp_down,,12,run_of_river,6941.045995043758,1.0,0.0,1.0,1,,PQ,1.0,6941.045995043758
12 solar ramp_down,,12,solar,22981.173685789337,1.0,0.0,1.0,1,,PQ,1.0,22981.173685789337
12 solar_rooftop ramp_down,,12,solar_rooftop,1711.8421460897982,1.0,0.0,1.0,1,,PQ,1.0,1711.8421460897982
12 wind_onshore ramp_down,,12,wind_onshore,12603.883493485551,1.0,0.0,1.0,1,,PQ,1.0,12603.883493485551
13 biomass ramp_down,,13,biomass,68.57145843394326,1.0,0.0,1.0,1,,PQ,1.0,68.57145843394326
13 oil ramp_down,,13,oil,24.8,1.0,0.0,1.0,1,,PQ,1.0,24.8
13 others ramp_down,,13,others,80.09934767980931,1.0,0.0,1.0,1,,PQ,1.0,80.09934767980931
13 reservoir ramp_down,,13,reservoir,7.530020124478563,1.0,0.0,1.0,1,,PQ,1.0,7.530020124478563
13 run_of_river ramp_down,,13,run_of_river,450.58293318671514,1.0,0.0,1.0,1,,PQ,1.0,450.58293318671514
13 solar ramp_down,,13,solar,3303.9936516903444,1.0,0.0,1.0,1,,PQ,1.0,3303.9936516903444
13 solar_rooftop ramp_down,,13,solar_rooftop,13061.567249558877,1.0,0.0,1.0,1,,PQ,1.0,13061.567249558877
13 wind_onshore ramp_down,,13,wind_onshore,7149.429741304134,1.0,0.0,1.0,1,,PQ,1.0,7149.429741304134
14 coal ramp_down,,14,coal,615.78599922,1.0,0.0,1.0,1,,PQ,1.0,615.78599922
14 oil ramp_down,,14,oil,158.2999992,1.0,0.0,1.0,1,,PQ,1.0,158.2999992
14 others ramp_down,,14,others,1530.1999969,1.0,0.0,1.0,1,,PQ,1.0,1530.1999969
14 run_of_river ramp_down,,14,run_of_river,148.1999969,1.0,0.0,1.0,1,,PQ,1.0,148.1999969
14 solar ramp_down,,14,solar,16443.135739999998,1.0,0.0,1.0,1,,PQ,1.0,16443.135739999998
14 wind_offshore ramp_down,,14,wind_offshore,5250.0,1.0,0.0,1.0,1,,PQ,1.0,5250.0
14 wind_onshore ramp_down,,14,wind_onshore,7465.0490675,1.0,0.0,1.0,1,,PQ,1.0,7465.0490675
15 biomass ramp_down,,15,biomass,72.5427238228822,1.0,0.0,1.0,1,,PQ,1.0,72.5427238228822
15 oil ramp_down,,15,oil,137.0,1.0,0.0,1.0,1,,PQ,1.0,137.0
15 run_of_river ramp_down,,15,run_of_river,97.24935277106177,1.0,0.0,1.0,1,,PQ,1.0,97.24935277106177
15 solar ramp_down,,15,solar,3328.6015191810266,1.0,0.0,1.0,1,,PQ,1.0,3328.6015191810266
15 solar_rooftop ramp_down,,15,solar_rooftop,4865.386233533879,1.0,0.0,1.0,1,,PQ,1.0,4865.386233533879
15 wind_onshore ramp_down,,15,wind_onshore,4745.486194498733,1.0,0.0,1.0,1,,PQ,1.0,4745.486194498733
16 lignite ramp_down,,16,lignite,18.0,1.0,0.0,1.0,1,,PQ,1.0,18.0
16 oil ramp_down,,16,oil,194.00000001,1.0,0.0,1.0,1,,PQ,1.0,194.00000001
16 others ramp_down,,16,others,325.0,1.0,0.0,1.0,1,,PQ,1.0,325.0
16 solar ramp_down,,16,solar,1237.9538499999999,1.0,0.0,1.0,1,,PQ,1.0,1237.9538499999999
16 wind_onshore ramp_down,,16,wind_onshore,2404.5,1.0,0.0,1.0,1,,PQ,1.0,2404.5
17 coal ramp_down,,17,coal,447.0,1.0,0.0,1.0,1,,PQ,1.0,447.0
17 oil ramp_down,,17,oil,200.0,1.0,0.0,1.0,1,,PQ,1.0,200.0
17 others ramp_down,,17,others,578.3999939,1.0,0.0,1.0,1,,PQ,1.0,578.3999939
17 solar ramp_down,,17,solar,3943.5,1.0,0.0,1.0,1,,PQ,1.0,3943.5
17 wind_offshore ramp_down,,17,wind_offshore,4600.0,1.0,0.0,1.0,1,,PQ,1.0,4600.0
17 wind_onshore ramp_down,,17,wind_onshore,4564.5,1.0,0.0,1.0,1,,PQ,1.0,4564.5
18 biomass ramp_down,,18,biomass,94.01569741852262,1.0,0.0,1.0,1,,PQ,1.0,94.01569741852262
18 run_of_river ramp_down,,18,run_of_river,1.7672216849882227,1.0,0.0,1.0,1,,PQ,1.0,1.7672216849882227
18 solar ramp_down,,18,solar,5639.482428967825,1.0,0.0,1.0,1,,PQ,1.0,5639.482428967825
18 solar_rooftop ramp_down,,18,solar_rooftop,4737.806569251351,1.0,0.0,1.0,1,,PQ,1.0,4737.806569251351
18 wind_onshore ramp_down,,18,wind_onshore,12558.755651037533,1.0,0.0,1.0,1,,PQ,1.0,12558.755651037533
19 coal ramp_down,,19,coal,320.0,1.0,0.0,1.0,1,,PQ,1.0,320.0
19 oil ramp_down,,19,oil,212.00000001,1.0,0.0,1.0,1,,PQ,1.0,212.00000001
19 others ramp_down,,19,others,315.20500943,1.0,0.0,1.0,1,,PQ,1.0,315.20500943
19 solar ramp_down,,19,solar,1690.0,1.0,0.0,1.0,1,,PQ,1.0,1690.0
19 wind_offshore ramp_down,,19,wind_offshore,1809.0,1.0,0.0,1.0,1,,PQ,1.0,1809.0
19 wind_onshore ramp_down,,19,wind_onshore,1300.0,1.0,0.0,1.0,1,,PQ,1.0,1300.0
2 nuclear ramp_down,,2,nuclear,2925.5,1.0,0.0,1.0,1,,PQ,1.0,2925.5
2 others ramp_down,,2,others,4185.0,1.0,0.0,1.0,1,,PQ,1.0,4185.0
2 reservoir ramp_down,,2,reservoir,16630.0,1.0,0.0,1.0,1,,PQ,1.0,16630.0
2 solar ramp_down,,2,solar,7551.0714284999995,1.0,0.0,1.0,1,,PQ,1.0,7551.0714284999995
2 wind_offshore ramp_down,,2,wind_offshore,750.0,1.0,0.0,1.0,1,,PQ,1.0,750.0
2 wind_onshore ramp_down,,2,wind_onshore,27075.605246500003,1.0,0.0,1.0,1,,PQ,1.0,27075.605246500003
20 biomass ramp_down,,20,biomass,129.26239624276207,1.0,0.0,1.0,1,,PQ,1.0,129.26239624276207
20 oil ramp_down,,20,oil,65.6,1.0,0.0,1.0,1,,PQ,1.0,65.6
20 others ramp_down,,20,others,374.621552711641,1.0,0.0,1.0,1,,PQ,1.0,374.621552711641
20 reservoir ramp_down,,20,reservoir,195.92601634624242,1.0,0.0,1.0,1,,PQ,1.0,195.92601634624242
20 run_of_river ramp_down,,20,run_of_river,4.4601765631930625,1.0,0.0,1.0,1,,PQ,1.0,4.4601765631930625
20 solar ramp_down,,20,solar,284.5881784871041,1.0,0.0,1.0,1,,PQ,1.0,284.5881784871041
20 solar_rooftop ramp_down,,20,solar_rooftop,12516.692550747048,1.0,0.0,1.0,1,,PQ,1.0,12516.692550747048
20 wind_offshore ramp_down,,20,wind_offshore,1250.0,1.0,0.0,1.0,1,,PQ,1.0,1250.0
20 wind_onshore ramp_down,,20,wind_onshore,3287.040431792651,1.0,0.0,1.0,1,,PQ,1.0,3287.040431792651
21 biomass ramp_down,,21,biomass,40.8767374095825,1.0,0.0,1.0,1,,PQ,1.0,40.8767374095825
21 run_of_river ramp_down,,21,run_of_river,30.407058016604026,1.0,0.0,1.0,1,,PQ,1.0,30.407058016604026
21 solar ramp_down,,21,solar,643.1126423834961,1.0,0.0,1.0,1,,PQ,1.0,643.1126423834961
21 solar_rooftop ramp_down,,21,solar_rooftop,2702.715548855032,1.0,0.0,1.0,1,,PQ,1.0,2702.715548855032
21 wind_offshore ramp_down,,21,wind_offshore,11011.0,1.0,0.0,1.0,1,,PQ,1.0,11011.0
21 wind_onshore ramp_down,,21,wind_onshore,7876.936437334691,1.0,0.0,1.0,1,,PQ,1.0,7876.936437334691
22 biomass ramp_down,,22,biomass,26.441910421718628,1.0,0.0,1.0,1,,PQ,1.0,26.441910421718628
22 others ramp_down,,22,others,12.75770691535789,1.0,0.0,1.0,1,,PQ,1.0,12.75770691535789
22 run_of_river ramp_down,,22,run_of_river,132.36446598406621,1.0,0.0,1.0,1,,PQ,1.0,132.36446598406621
22 solar ramp_down,,22,solar,741.7930824255923,1.0,0.0,1.0,1,,PQ,1.0,741.7930824255923
22 solar_rooftop ramp_down,,22,solar_rooftop,5804.332773670537,1.0,0.0,1.0,1,,PQ,1.0,5804.332773670537
22 wind_onshore ramp_down,,22,wind_onshore,1180.0234449612885,1.0,0.0,1.0,1,,PQ,1.0,1180.0234449612885
23 biomass ramp_down,,23,biomass,46.259554193396745,1.0,0.0,1.0,1,,PQ,1.0,46.259554193396745
23 others ramp_down,,23,others,14.386539716949759,1.0,0.0,1.0,1,,PQ,1.0,14.386539716949759
23 reservoir ramp_down,,23,reservoir,8.846107712606454,1.0,0.0,1.0,1,,PQ,1.0,8.846107712606454
23 run_of_river ramp_down,,23,run_of_river,34.57507905069696,1.0,0.0,1.0,1,,PQ,1.0,34.57507905069696
23 solar ramp_down,,23,solar,533.0084918942187,1.0,0.0,1.0,1,,PQ,1.0,533.0084918942187
23 solar_rooftop ramp_down,,23,solar_rooftop,1720.4042675793667,1.0,0.0,1.0,1,,PQ,1.0,1720.4042675793667
23 wind_onshore ramp_down,,23,wind_onshore,1158.2075804617032,1.0,0.0,1.0,1,,PQ,1.0,1158.2075804617032
24 biomass ramp_down,,24,biomass,70.54510666315277,1.0,0.0,1.0,1,,PQ,1.0,70.54510666315277
24 others ramp_down,,24,others,27.99526871802755,1.0,0.0,1.0,1,,PQ,1.0,27.99526871802755
24 reservoir ramp_down,,24,reservoir,3.9381559248030067,1.0,0.0,1.0,1,,PQ,1.0,3.9381559248030067
24 run_of_river ramp_down,,24,run_of_river,99.79726105005417,1.0,0.0,1.0,1,,PQ,1.0,99.79726105005417
24 solar ramp_down,,24,solar,4733.897044951574,1.0,0.0,1.0,1,,PQ,1.0,4733.897044951574
24 solar_rooftop ramp_down,,24,solar_rooftop,4728.504477229623,1.0,0.0,1.0,1,,PQ,1.0,4728.504477229623
24 wind_onshore ramp_down,,24,wind_onshore,6657.090724738667,1.0,0.0,1.0,1,,PQ,1.0,6657.090724738667
25 biomass ramp_down,,25,biomass,48.39304009905128,1.0,0.0,1.0,1,,PQ,1.0,48.39304009905128
25 run_of_river ramp_down,,25,run_of_river,41.51389442569185,1.0,0.0,1.0,1,,PQ,1.0,41.51389442569185
25 solar ramp_down,,25,solar,710.0243459026703,1.0,0.0,1.0,1,,PQ,1.0,710.0243459026703
25 solar_rooftop ramp_down,,25,solar_rooftop,4707.086000665918,1.0,0.0,1.0,1,,PQ,1.0,4707.086000665918
25 wind_onshore ramp_down,,25,wind_onshore,5227.791534149373,1.0,0.0,1.0,1,,PQ,1.0,5227.791534149373
26 biomass ramp_down,,26,biomass,9.925974493602016,1.0,0.0,1.0,1,,PQ,1.0,9.925974493602016
26 others ramp_down,,26,others,100.00000000000001,1.0,0.0,1.0,1,,PQ,1.0,100.00000000000001
26 run_of_river ramp_down,,26,run_of_river,221.96881563811993,1.0,0.0,1.0,1,,PQ,1.0,221.96881563811993
26 solar ramp_down,,26,solar,1422.0106871097837,1.0,0.0,1.0,1,,PQ,1.0,1422.0106871097837
26 solar_rooftop ramp_down,,26,solar_rooftop,2375.4094278345237,1.0,0.0,1.0,1,,PQ,1.0,2375.4094278345237
26 wind_onshore ramp_down,,26,wind_onshore,2413.571943912121,1.0,0.0,1.0,1,,PQ,1.0,2413.571943912121
27 biomass ramp_down,,27,biomass,29.66384403809223,1.0,0.0,1.0,1,,PQ,1.0,29.66384403809223
27 solar ramp_down,,27,solar,958.2758596985198,1.0,0.0,1.0,1,,PQ,1.0,958.2758596985198
27 solar_rooftop ramp_down,,27,solar_rooftop,890.2179938224667,1.0,0.0,1.0,1,,PQ,1.0,890.2179938224667
27 wind_onshore ramp_down,,27,wind_onshore,3406.811074973952,1.0,0.0,1.0,1,,PQ,1.0,3406.811074973952
28 biomass ramp_down,,28,biomass,37.36218482177324,1.0,0.0,1.0,1,,PQ,1.0,37.36218482177324
28 others ramp_down,,28,others,10.991907571409216,1.0,0.0,1.0,1,,PQ,1.0,10.991907571409216
28 reservoir ramp_down,,28,reservoir,1.343410913332041,1.0,0.0,1.0,1,,PQ,1.0,1.343410913332041
28 run_of_river ramp_down,,28,run_of_river,0.8509671864604097,1.0,0.0,1.0,1,,PQ,1.0,0.8509671864604097
28 solar ramp_down,,28,solar,636.323795580346,1.0,0.0,1.0,1,,PQ,1.0,636.323795580346
28 solar_rooftop ramp_down,,28,solar_rooftop,3005.15810731276,1.0,0.0,1.0,1,,PQ,1.0,3005.15810731276
28 wind_offshore ramp_down,,28,wind_offshore,4000.0,1.0,0.0,1.0,1,,PQ,1.0,4000.0
28 wind_onshore ramp_down,,28,wind_onshore,5377.330391061033,1.0,0.0,1.0,1,,PQ,1.0,5377.330391061033
29 biomass ramp_down,,29,biomass,91.06121142642237,1.0,0.0,1.0,1,,PQ,1.0,91.06121142642237
29 others ramp_down,,29,others,29.678064673065116,1.0,0.0,1.0,1,,PQ,1.0,29.678064673065116
29 reservoir ramp_down,,29,reservoir,2.5893032160638585,1.0,0.0,1.0,1,,PQ,1.0,2.5893032160638585
29 run_of_river ramp_down,,29,run_of_river,893.2917360806497,1.0,0.0,1.0,1,,PQ,1.0,893.2917360806497
29 solar ramp_down,,29,solar,3518.7960611498047,1.0,0.0,1.0,1,,PQ,1.0,3518.7960611498047
29 solar_rooftop ramp_down,,29,solar_rooftop,8188.963796526544,1.0,0.0,1.0,1,,PQ,1.0,8188.963796526544
29 wind_onshore ramp_down,,29,wind_onshore,2475.2577061834368,1.0,0.0,1.0,1,,PQ,1.0,2475.2577061834368
3 nuclear ramp_down,,3,nuclear,53597.0,1.0,0.0,1.0,1,,PQ,1.0,53597.0
3 oil ramp_down,,3,oil,76.0,1.0,0.0,1.0,1,,PQ,1.0,76.0
3 others ramp_down,,3,others,4431.7999767599995,1.0,0.0,1.0,1,,PQ,1.0,4431.7999767599995
3 reservoir ramp_down,,3,reservoir,10094.0,1.0,0.0,1.0,1,,PQ,1.0,10094.0
3 run_of_river ramp_down,,3,run_of_river,13638.0,1.0,0.0,1.0,1,,PQ,1.0,13638.0
3 solar ramp_down,,3,solar,60622.60725,1.0,0.0,1.0,1,,PQ,1.0,60622.60725
3 wind_offshore ramp_down,,3,wind_offshore,4000.0,1.0,0.0,1.0,1,,PQ,1.0,4000.0
3 wind_onshore ramp_down,,3,wind_onshore,67433.11411380001,1.0,0.0,1.0,1,,PQ,1.0,67433.11411380001
31613 run_of_river ramp_down,,31613,run_of_river,20.943170187632347,1.0,0.0,1.0,1,,PQ,1.0,20.943170187632347
31613 solar ramp_down,,31613,solar,10.046510089959195,1.0,0.0,1.0,1,,PQ,1.0,10.046510089959195
31613 solar_rooftop ramp_down,,31613,solar_rooftop,101.13682366690182,1.0,0.0,1.0,1,,PQ,1.0,101.13682366690182
31613 wind_onshore ramp_down,,31613,wind_onshore,2.289361172363304,1.0,0.0,1.0,1,,PQ,1.0,2.289361172363304
31638 biomass ramp_down,,31638,biomass,0.06867830429420713,1.0,0.0,1.0,1,,PQ,1.0,0.06867830429420713
31638 run_of_river ramp_down,,31638,run_of_river,25.06834007307508,1.0,0.0,1.0,1,,PQ,1.0,25.06834007307508
31638 solar ramp_down,,31638,solar,14.031955633744762,1.0,0.0,1.0,1,,PQ,1.0,14.031955633744762
31638 solar_rooftop ramp_down,,31638,solar_rooftop,208.26895195024656,1.0,0.0,1.0,1,,PQ,1.0,208.26895195024656
31638 wind_onshore ramp_down,,31638,wind_onshore,10.162369591839852,1.0,0.0,1.0,1,,PQ,1.0,10.162369591839852
31672 solar_rooftop ramp_down,,31672,solar_rooftop,25.768772739788407,1.0,0.0,1.0,1,,PQ,1.0,25.768772739788407
31672 wind_onshore ramp_down,,31672,wind_onshore,0.15128517007112735,1.0,0.0,1.0,1,,PQ,1.0,0.15128517007112735
4 coal ramp_down,,4,coal,3402.0,1.0,0.0,1.0,1,,PQ,1.0,3402.0
4 nuclear ramp_down,,4,nuclear,5111.5,1.0,0.0,1.0,1,,PQ,1.0,5111.5
4 oil ramp_down,,4,oil,371.00000003,1.0,0.0,1.0,1,,PQ,1.0,371.00000003
4 others ramp_down,,4,others,4700.411133,1.0,0.0,1.0,1,,PQ,1.0,4700.411133
4 run_of_river ramp_down,,4,run_of_river,1969.352051,1.0,0.0,1.0,1,,PQ,1.0,1969.352051
4 solar ramp_down,,4,solar,47966.680995,1.0,0.0,1.0,1,,PQ,1.0,47966.680995
4 wind_offshore ramp_down,,4,wind_offshore,19335.15,1.0,0.0,1.0,1,,PQ,1.0,19335.15
4 wind_onshore ramp_down,,4,wind_onshore,25168.151905,1.0,0.0,1.0,1,,PQ,1.0,25168.151905
5 others ramp_down,,5,others,341.30299759,1.0,0.0,1.0,1,,PQ,1.0,341.30299759
5 reservoir ramp_down,,5,reservoir,36062.200194,1.0,0.0,1.0,1,,PQ,1.0,36062.200194
5 solar ramp_down,,5,solar,2000.0,1.0,0.0,1.0,1,,PQ,1.0,2000.0
5 wind_onshore ramp_down,,5,wind_onshore,9217.9594595,1.0,0.0,1.0,1,,PQ,1.0,9217.9594595
6 coal ramp_down,,6,coal,8437.217028500001,1.0,0.0,1.0,1,,PQ,1.0,8437.217028500001
6 lignite ramp_down,,6,lignite,3505.8599857,1.0,0.0,1.0,1,,PQ,1.0,3505.8599857
6 others ramp_down,,6,others,9161.5,1.0,0.0,1.0,1,,PQ,1.0,9161.5
6 reservoir ramp_down,,6,reservoir,362.5,1.0,0.0,1.0,1,,PQ,1.0,362.5
6 run_of_river ramp_down,,6,run_of_river,536.5,1.0,0.0,1.0,1,,PQ,1.0,536.5
6 solar ramp_down,,6,solar,22190.819985000002,1.0,0.0,1.0,1,,PQ,1.0,22190.819985000002
6 wind_offshore ramp_down,,6,wind_offshore,2400.0,1.0,0.0,1.0,1,,PQ,1.0,2400.0
6 wind_onshore ramp_down,,6,wind_onshore,18065.333720000002,1.0,0.0,1.0,1,,PQ,1.0,18065.333720000002
7 biomass ramp_down,,7,biomass,20.309248749809747,1.0,0.0,1.0,1,,PQ,1.0,20.309248749809747
7 others ramp_down,,7,others,100.0,1.0,0.0,1.0,1,,PQ,1.0,100.0
7 solar ramp_down,,7,solar,1324.8492230277193,1.0,0.0,1.0,1,,PQ,1.0,1324.8492230277193
7 solar_rooftop ramp_down,,7,solar_rooftop,3184.0288111037858,1.0,0.0,1.0,1,,PQ,1.0,3184.0288111037858
7 wind_offshore ramp_down,,7,wind_offshore,7015.0,1.0,0.0,1.0,1,,PQ,1.0,7015.0
7 wind_onshore ramp_down,,7,wind_onshore,12542.216756348782,1.0,0.0,1.0,1,,PQ,1.0,12542.216756348782
8 biomass ramp_down,,8,biomass,18.384289382096156,1.0,0.0,1.0,1,,PQ,1.0,18.384289382096156
8 nuclear ramp_down,,8,nuclear,595.0,1.0,0.0,1.0,1,,PQ,1.0,595.0
8 others ramp_down,,8,others,2087.0148150065406,1.0,0.0,1.0,1,,PQ,1.0,2087.0148150065406
8 reservoir ramp_down,,8,reservoir,8152.0,1.0,0.0,1.0,1,,PQ,1.0,8152.0
8 run_of_river ramp_down,,8,run_of_river,4743.0485181120575,1.0,0.0,1.0,1,,PQ,1.0,4743.0485181120575
8 solar ramp_down,,8,solar,14872.307221337387,1.0,0.0,1.0,1,,PQ,1.0,14872.307221337387
8 solar_rooftop ramp_down,,8,solar_rooftop,1690.565509939836,1.0,0.0,1.0,1,,PQ,1.0,1690.565509939836
8 wind_onshore ramp_down,,8,wind_onshore,2038.9256477852755,1.0,0.0,1.0,1,,PQ,1.0,2038.9256477852755
9 coal ramp_down,,9,coal,186.0,1.0,0.0,1.0,1,,PQ,1.0,186.0
9 lignite ramp_down,,9,lignite,2967.69999245,1.0,0.0,1.0,1,,PQ,1.0,2967.69999245
9 nuclear ramp_down,,9,nuclear,4041.0,1.0,0.0,1.0,1,,PQ,1.0,4041.0
9 oil ramp_down,,9,oil,6.94999981,1.0,0.0,1.0,1,,PQ,1.0,6.94999981
9 others ramp_down,,9,others,2289.3577880000003,1.0,0.0,1.0,1,,PQ,1.0,2289.3577880000003
9 reservoir ramp_down,,9,reservoir,1170.3999939,1.0,0.0,1.0,1,,PQ,1.0,1170.3999939
9 run_of_river ramp_down,,9,run_of_river,395.0,1.0,0.0,1.0,1,,PQ,1.0,395.0
9 solar ramp_down,,9,solar,14499.5,1.0,0.0,1.0,1,,PQ,1.0,14499.5
9 wind_onshore ramp_down,,9,wind_onshore,7761.234055,1.0,0.0,1.0,1,,PQ,1.0,7761.234055
