,0 AC,1 AC,10 AC,11 AC,12 AC,13 AC,14 AC,15 AC,16 AC,17 AC,18 AC,19 AC,2 AC,20 AC,21 AC,22 AC,23 AC,24 AC,25 AC,26 AC,27 AC,28 AC,29 AC,3 AC,31613 AC,31638 AC,31672 AC,4 AC,5 AC,6 AC,7 AC,8 AC,9 AC
0,889.350220308513,6948.352117309254,190.81275958221624,353.0571962346182,5879.178398390675,2773.482318938869,5758.050051420273,987.0047485503599,837.2094206129116,2018.922778381371,909.0066023709285,1308.7536137993682,8729.136454846488,3835.515248018972,484.3177475716201,634.1276252055175,292.329161428328,638.6288152165142,652.2526748749108,1008.1463892119498,60.41662518299188,532.9353873120908,1033.009097597356,33852.17783974654,9.282711037175002,27.842313784806738,3.025593093735561,23171.69178345532,9091.534397543002,6543.075449089981,989.3800773885672,3717.961490969796,4584.365542522619
1,857.8752573408898,4649.365567773909,184.14766412036496,345.8271024282369,4293.7182067137355,2667.052619862872,4495.238161798312,965.1133588003333,566.808265816179,1632.8630233004887,861.7854088729617,880.0970327404995,7446.392708559419,3757.62223403385,467.92654236204646,607.1902158698065,277.5544716878427,615.2675237208858,631.1778877868999,924.2048300328122,56.77660505418891,514.9791988566891,973.2816571494179,29850.224287471367,8.88642297434862,26.71768791637554,2.8625962042857758,15628.316742208324,8556.132384944456,6723.315199025606,955.2544791534351,3283.3982009535625,3758.044828313909
2,1329.9920788941217,6921.887054369918,286.61126403176434,466.31824521732324,5588.242985028372,4067.4398306043986,5552.495666214625,1516.1831400303392,699.9808779507154,1948.8183105108653,1668.243805651176,1146.519640988524,9508.381644826566,5323.455380094596,764.8516743876779,1139.0986613943785,483.0549600835952,1045.2090562134824,1044.7149357982519,1164.2626075440419,143.82339111495506,865.4407883759047,1746.9138092208298,33452.12778115048,16.342644046690893,39.057035854351334,3.9600182758562767,18594.96299056643,9696.388165292445,9876.888855147134,1495.774122793172,3794.3441447389764,3862.2072317579045
3,1343.5863335483652,6840.5534904743345,289.22617174775576,467.10699616583827,5360.022018967388,4104.659343084345,5206.211082534419,1529.3974754363676,677.4138462028985,1879.464433375455,1709.4175264226405,1125.3573683306797,10069.84191714274,5390.99576484653,773.6457971972246,1156.5226908095979,486.1343610953279,1053.297321596496,1059.6907291333018,1139.4979204902124,146.43404582910821,875.3484274381846,1778.0205075250512,31384.556715597682,16.306226016789118,38.85093064139387,3.8676251445700234,20167.642570314336,9973.787634057546,10083.398178992855,1523.934895457397,3823.0902337752614,3965.9036950682435
4,1878.9690263635198,7393.232337106825,401.58297984968294,602.5767203174338,6250.272796823722,5649.790138031924,5460.189271026507,2129.9501128788893,768.8211947203763,2003.0818338122886,2637.6418044119846,1274.9190419344632,9875.234589565584,7180.683048970726,1105.837881182614,1758.4715341758165,714.5041563081077,1536.2202038238738,1522.9517096898255,1427.424961673712,244.7677680028511,1275.7267088495196,2632.4669304363083,32724.67597968402,24.968786980508906,52.52193912839855,5.012456281265547,19347.37374700957,9788.797787733412,10166.147772223638,2139.6579978923087,4157.061072694765,4254.49960661275
5,930.9636543677033,7300.038694999517,198.09656519249552,364.5958748450805,7400.250090036145,2879.8255259160355,5389.2143210304785,1034.8178339278372,796.1676495717065,2016.4927189990851,966.0275555224326,1280.4180404418378,11205.379361273193,3974.1930315113195,509.8250563609963,685.1290144263543,308.83485888715643,677.294373180426,689.0648838338807,1017.8803716422499,67.78693056946983,566.5302526112945,1091.4624439219792,32959.08787842554,10.019676265684058,28.76528497513179,3.0741861295283734,22996.291401577066,9603.417513531203,8709.552956625099,1029.9385741952742,3766.5882743381426,4732.11213924286
6,888.5854117426917,6650.5736387268535,190.05157302419818,352.7503000111684,6600.686246901647,2768.2137997213385,4782.497898352664,991.0370491694299,613.3095231504035,1889.7578220717437,906.5173940323534,1040.7838045465592,11139.957383891693,3836.641904657693,483.24533496374363,635.5158279189164,293.1535032299856,640.1034705052471,653.1670279245202,938.98625827265,60.4824978857392,531.9155350757296,1025.4677358796669,35886.81500217036,9.572457420589934,28.280702510770087,3.092134891836553,14308.853666409144,11156.46443966837,9770.605728000994,986.1521294816827,3422.112995135935,5217.959957270191
7,1411.1378833308847,8401.29871403228,305.5603216444899,486.5172509260775,7982.314023833043,4322.846699621795,5504.711983359632,1632.9929215394213,902.3801420342496,2219.235834115737,1814.9759968119658,1348.6121568262952,12199.26346613143,5622.451044411909,819.8558422036563,1235.1553257198846,519.4999409069806,1124.0558147499619,1125.1933252788826,1253.559319976629,159.86138518295783,927.6296096560571,1889.9125466509386,38661.49634078642,17.550266081544244,41.07979849373372,4.117117021402793,20509.399094675184,11155.95957090639,11295.027420609033,1595.709654119162,3927.489225092601,5373.781350092544
8,1349.2605186393,8896.556384754851,284.1701093122365,469.2290611352755,7738.834280140226,4108.125269493672,5606.406387796418,1501.7653364108935,911.5512640120137,2113.1189257330907,1659.0302295220627,1331.6047738430616,12629.545880545216,5363.902822246699,769.6221420547154,1164.0479373963028,485.86108440972953,1051.2555206071472,1056.9450647703884,1187.0753666812832,141.80743403583122,875.347912092185,1778.3729909999615,39054.76588991475,16.429688986736608,39.076895075719875,3.8898535627362527,20742.100335256862,11225.18090738893,11738.623167925462,1503.888951940656,4142.665093775154,5410.506544454443
9,1434.759737659193,7737.787989330539,304.10791131463975,491.8098852705815,7992.90597241876,4362.505627968738,5588.999379353164,1592.43436864175,895.599404815038,2131.8367968191183,1803.7038711180824,1380.4152670522053,11601.177590093004,5614.484430158275,819.4804364998004,1249.0410902227513,523.8232506436362,1127.631564606329,1121.8186229999951,1239.4241529922685,157.28950928205552,936.1232354937472,1916.0274234765645,37376.105474546755,17.69114798958122,41.5413846795979,4.187312113115727,24442.738896739447,10662.977409603476,10810.362991173426,1596.103853283047,4170.791762105287,4816.548573505658
10,980.5868240313018,6884.737538380088,210.70823034778644,427.4716610583307,7214.223434320057,2945.1724632706555,5022.990300191425,1159.150461282589,776.354314722282,2013.3050789125941,1047.6869522010586,1220.697875562897,10971.13478766826,4878.615131955145,516.0459960044756,735.1099509860524,314.5882848275341,739.1018630891045,781.756904806329,1194.9953874359883,63.51817568260339,603.6330069065086,1124.1188280912882,34755.438565269134,10.449945443731302,40.79890308969523,3.9042996155334464,22820.121296307374,9957.031753280507,8833.564297799618,1013.4708736008249,3953.706860835381,4615.0204364936835
11,1764.7505790895484,7499.049951998245,367.10053052816914,634.1325910137564,7435.354125867202,5253.795792861556,4892.223000298711,2033.1418383998996,748.9521884438249,2346.343729925,2256.0337323220792,1314.3061695481563,12107.535389486391,7385.384398759363,996.4849999355588,1607.9220442918295,633.8953217571471,1441.2251426562557,1431.0537044816983,1513.9825834052454,185.39016356958447,1201.4472184698686,2416.3175272261656,41042.90813027414,20.679878414743676,61.78604884752986,5.932779818086717,13891.978046385271,11958.73535263082,11061.813964642874,1857.5304802887206,4959.027648738833,5210.155030988848
12,2803.8005252494418,8566.519528983416,542.966652332713,885.1404482690551,8350.918010367262,8761.224592613215,5503.378041199529,3050.264065129132,902.7466276714567,2415.5239057848607,3797.7476339851355,1437.1973203256614,12827.24687654266,10480.795021238897,1575.5474353103873,2766.7627108663223,1085.745877042534,2300.483745826862,2261.547512133225,1952.797337793894,326.81630140921413,1876.2195573088927,4242.753316466111,40125.602063711245,37.71903254514138,98.39639477375808,10.273117960331485,21709.120672279427,11749.765864964515,11983.219703477695,2962.138830723142,5207.009923288143,5348.509077843559
13,2065.7922700867844,8872.513282514463,415.1777347758755,703.0067902527937,8191.8287425773615,6293.0669340705535,5867.686214970372,2266.847850630898,976.9518056931032,2507.989720430873,2626.9090385885606,1538.1968360076035,12917.118412521688,8146.436528176761,1144.0615354509457,1903.125063788268,773.7814305278162,1675.9411219928884,1645.8512209263815,1654.503405480908,214.82190510258312,1368.610218802312,2951.4247493848297,42625.67276888424,26.150357562714955,74.89643334700321,7.8092178246614665,21651.803059897,11687.624066201453,12336.745030569025,2145.6438967189965,5209.331659610709,5404.816640047581
14,1527.9060807413928,8258.717541091177,328.3559604713761,578.6553432447006,8289.545055967837,4413.541229164316,6239.639769452621,1758.87602343892,824.2070240798726,2347.9816157564183,1833.56797062898,1495.3520802910589,11855.99344009811,6581.887324350731,854.3037471809929,1322.8475985645575,535.3442461682109,1237.0061860575952,1223.7415984455574,1472.2217750238583,148.01951162102517,1042.565991537869,1985.581352720275,39214.592184511246,16.96814619206732,53.99617787537558,5.141078723875364,23909.126473253575,10919.139451184854,10712.43087384647,1570.933606860469,4365.450011225091,4929.859039169139
