,37184 dsm,37226 dsm,37280 dsm,41276 dsm,41278 dsm,41288 dsm,41526 dsm,41530 dsm,41538 dsm,41544 dsm,42514 dsm,42658 dsm,42660 dsm,42664 dsm,42704 dsm,42708 dsm,42816 dsm,43542 dsm,43544 dsm,43546 dsm,43556 dsm,43742 dsm,69914 battery_storage,69915 battery_storage,69920 battery_storage,69924 battery_storage,69925 battery_storage,69929 battery_storage,69931 battery_storage,69958 battery_storage,69975 battery_storage,70054 battery_storage,70058 battery_storage,70134 battery_storage,70154 battery_storage,70226 battery_storage,70292 battery_storage,70310 battery_storage,70372 battery_storage,70512 battery_storage,70797 battery_storage,76818 battery_storage,76942 battery_storage,77068 battery_storage
0,-0.29873070477603436,-0.28423934420270447,-0.29714920911481735,-0.31072470959166254,-0.32214278755787196,-0.2681431910642831,-0.30621401798583164,-0.2892636464230359,-0.2686867079707816,-0.3463257470082612,-0.30391729618882296,-0.3121025844224506,-0.3501586520635531,-0.3440977003480327,-0.36188485784517394,-0.3331748893801564,-0.305579822332172,-0.3048933382866377,-0.3430114306234819,-0.2930411429395543,-0.3013244578987586,-0.29308252945010094,0.7871259591976801,0.7838645568399718,0.7872143348334973,0.7861253194289632,0.7880492275083617,0.7873846517830361,0.7883149549549009,0.7894086098670959,0.7872183727590661,0.7841261107934995,0.790131765396096,0.7868857788808138,0.7879274028998154,0.7899941462894966,0.7879387439554754,0.7911244373262665,0.7897235370780292,0.7871616647161287,0.7857742236585034,0.7833359241485596,0.7850624322891235,0.7892022132873535
1,-0.23938116685913097,-0.22853751586348178,-0.23844761655967892,-0.25223161504862224,-0.25586587330970895,-0.21286022031027005,-0.2388995447926383,-0.22012282620564833,-0.19146863450258816,-0.2707290468536639,-0.22213922547314752,-0.2502883531108567,-0.2642292891892437,-0.27576320867849596,-0.2885948034763896,-0.26059522996357076,-0.2402912601526127,-0.24370100650880133,-0.25570444952127075,-0.21855826744888546,-0.22854817123391186,-0.2221254016140329,0.8122503656148911,0.8098402623877381,0.8119408671033507,0.8117063414342333,0.8127609571952412,0.8123702886627941,0.8127483483449912,0.8139387619495392,0.8123463665184222,0.8089443842011891,0.8144530293553375,0.8118511293698283,0.8132158242739164,0.8139859561262459,0.812959646122365,0.8152613352846216,0.8139898953469176,0.8121690919687008,0.8112530039281262,0.8084887266159058,0.8109092712402344,0.8154465556144714
2,-0.3103313149532687,-0.29250650258673955,-0.30823067844405155,-0.31341822111331014,-0.3286108526267381,-0.2686566267742594,-0.3042700824785817,-0.29324025325037695,-0.29609966760062156,-0.3397673482485223,-0.32404119670653453,-0.3152353410019529,-0.3259513505413785,-0.33946516159988904,-0.352335821796786,-0.33209570308504505,-0.312873184000638,-0.30498296811467,-0.3148068445070007,-0.2952970156578748,-0.29676117228368765,-0.2905633068232766,0.813563478589058,0.8116347250914333,0.8128391643434452,0.8134470596761987,0.815093523666952,0.8131727343652306,0.8140671136202635,0.8141919088363647,0.8132130547573692,0.8104181371712953,0.8158063715280488,0.8135636596425065,0.8129626088417493,0.8148587520780235,0.8136897997514105,0.8154033378318504,0.8150727556724298,0.8127682851306324,0.8112231201055099,0.8138675689697266,0.8168323040008545,0.8205878734588623
3,-0.34155001073370894,-0.32275671697938535,-0.3388385391077033,-0.34945785786608535,-0.36844020412486994,-0.30497837159299884,-0.3405027699634559,-0.3367786635450367,-0.32636778323962007,-0.36482527787998126,-0.3685696042954185,-0.35348836721472016,-0.3660537297002474,-0.37597631327569025,-0.38372472415291425,-0.36365822525717645,-0.3497672015542184,-0.3464463451146448,-0.3505321132295057,-0.32579007288729084,-0.35405984113999944,-0.3427334702026151,0.8004025501012803,0.7978600102542627,0.7998079796701358,0.79993075722515,0.8016929083447439,0.8005149611612645,0.8010860823554757,0.8021364450454712,0.8006671240455225,0.7965052656913072,0.8025072851153308,0.799724605187629,0.8005722847122413,0.8025559875471838,0.8014836298765512,0.8025874819284604,0.8027247335565718,0.8001632423236452,0.7992598341435803,0.8006601333618164,0.8039636611938477,0.8147338032722473
4,-0.4082703172888853,-0.3828305403594143,-0.40458964435412736,-0.4068233047426197,-0.4346527330311696,-0.3575311947024067,-0.4006416934617227,-0.40348557368446963,-0.41578174802254236,-0.4257411918826132,-0.457706680447282,-0.4144733241714273,-0.42372016067732027,-0.4337219107816574,-0.44098514635583214,-0.42848713880930417,-0.4155166475833831,-0.40472717927174046,-0.40464397164570354,-0.39285619297197133,-0.420731523403901,-0.4076336362545252,0.7913081699609756,0.7882791041123747,0.7907308038934182,0.7901341339739243,0.7916447744038606,0.7918243350052252,0.7918284090948694,0.7936184704303741,0.792028985839141,0.7876634720001328,0.7927151305037875,0.7896742881501763,0.7929199865231147,0.7936612768419857,0.7930674615791579,0.793708121335065,0.7943206374582491,0.791743960873834,0.7911279420463406,0.7907710075378418,0.7943754196166992,0.8027015328407288
5,-0.27708320614809123,-0.26279040738726184,-0.27556021604871045,-0.2870652784664205,-0.29566756549862006,-0.24558409087861996,-0.2748507443803985,-0.26049488696315826,-0.23620081111023744,-0.3034250421133937,-0.2703275492454673,-0.28710401056224516,-0.30050302361185904,-0.3118259431460673,-0.32246229211929855,-0.2970381217141919,-0.2781969634069571,-0.280249007360413,-0.2898932933348906,-0.2552066848699561,-0.27195647428336345,-0.2644475280448122,0.7908557019631068,0.7872793668448322,0.7906141164826184,0.7891792359918651,0.7902811042354625,0.7915027308754805,0.7911040117711197,0.7934038007259369,0.7918047208535044,0.7869909939806113,0.7917394804400067,0.78754343135843,0.7931305187252852,0.7933975704785051,0.7929222349879108,0.7937502919891735,0.7939675207200804,0.7915059127684297,0.7907724307507885,0.7873281836509705,0.7918638586997986,0.8026145100593567
6,-0.2546497303134502,-0.24139083318030383,-0.25368496091342163,-0.2597250418775802,-0.26544932662367426,-0.21963959607765768,-0.24605335498083367,-0.2257777330618875,-0.19761414591513818,-0.2775838712047092,-0.22946662384441757,-0.2581103585440927,-0.2715694050320849,-0.28236188210342417,-0.2951003221526989,-0.26821694001393453,-0.24638024075762327,-0.2505653693309314,-0.26262077840948944,-0.2257713366625556,-0.23431362883815623,-0.2282377593769448,0.7969929707050324,0.7932136460687175,0.7962206273959489,0.7950043695988042,0.7960108832532401,0.7971670017009829,0.7969181215321576,0.7991856098175049,0.7976666999490638,0.7928230713927344,0.7975363478411076,0.793322377123879,0.7988848359538958,0.7993825879590265,0.7986144466239189,0.7995796770225336,0.7999676160122219,0.7971603875530178,0.7966961069982879,0.7924203276634216,0.7979974150657654,0.8087224364280701
7,-0.338092384655071,-0.3185820315909313,-0.3354754755511224,-0.34131177943320096,-0.3610821991253875,-0.2961881579036119,-0.33283685828144344,-0.3264080265138978,-0.32561446531247296,-0.36263714865256713,-0.36192331936142796,-0.34488508826203396,-0.35652796555867916,-0.3682688505590632,-0.3781359879805059,-0.35861678479354975,-0.34219081219713754,-0.3356513413700669,-0.3427759703646901,-0.32251084839659805,-0.3366739971849062,-0.3280042643856392,0.799912850856781,0.7951999204327361,0.7990036901696633,0.7976207544307897,0.7984881402122592,0.7994530200958252,0.7998324395697793,0.8017835092544555,0.8004258569918181,0.7949472446455045,0.8000156321497851,0.7960805181160714,0.802395166685948,0.8018347261280849,0.8014505626280096,0.8021955600491276,0.8031478218342128,0.8002269879497331,0.7992917408748549,0.7947646975517273,0.8013690114021301,0.8133395910263062
8,-0.32380172317076517,-0.30698974925225553,-0.32138261245425503,-0.3359952188799585,-0.35169557538651874,-0.29262341634649425,-0.32670479444607986,-0.32210817892629856,-0.3105478308985548,-0.35192692678362186,-0.3510887382643019,-0.3392659880165959,-0.3521929239718362,-0.3617043329520721,-0.3705008825103322,-0.3493054937577076,-0.3357354502189988,-0.33313789771907965,-0.33658199450215337,-0.3112752313023155,-0.3402678296079566,-0.32799840565361743,0.7907643908262253,0.78582350111971,0.7906393485617554,0.7887077307937169,0.7890445684410924,0.7903410189035462,0.790436354831413,0.7934749734401703,0.791511028691342,0.7872676022267073,0.7908169065797052,0.7858728507479418,0.7937059488434058,0.7924843070835903,0.792812571998387,0.7941073870953218,0.7939243771527943,0.7906910155353875,0.7896979037596255,0.7845637798309326,0.7909088730812073,0.7995808124542236
9,-0.39762121721753246,-0.3727442196757207,-0.3941944665719517,-0.39699464281410496,-0.42361705429657726,-0.3483645572981643,-0.39009201086889195,-0.3917197955213746,-0.39782965885590443,-0.4137838632479183,-0.4418083115489335,-0.4043490223011141,-0.41483811820576183,-0.42381021796974044,-0.4307526224879595,-0.4167687479644594,-0.40344394269694206,-0.3954569152832229,-0.3951361324832988,-0.37964209720759035,-0.4117497798745369,-0.3979582545132233,0.7835737011830012,0.7788282083441512,0.7846277169234246,0.7820416901371267,0.7819308156008398,0.7840497828111416,0.7840042382110785,0.7873055708408355,0.7852260526857878,0.7813986901486858,0.7834910660289055,0.7790037272045913,0.7877605133331739,0.7855330109596252,0.7863456742672981,0.7870988992997158,0.7875791490077972,0.7850285419102373,0.7837085906340151,0.7787178754806519,0.7828387022018433,0.793658435344696
