name,scn_name,bus0,bus1,carrier,p_nom,p_nom_extendable,p_nom_max,capital_cost,length,type,efficiency,p_nom_min,p_min_pu,marginal_cost,p_nom_opt,country,build_year,lifetime,min_up_time,min_down_time,up_time_before,down_time_before,p_nom_mod,stand_by_cost,start_up_cost,shut_down_cost,ramp_limit_start_up,ramp_limit_shut_down
106,eGon2035,24,77093,central_resistive_heater,25.28122842746482,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,25.28122842746482,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
107,eGon2035,25,41526,dsm,211.35652867266435,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,211.35652867266435,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
108,eGon2035,25,48785,power_to_H2,0.0,True,inf,461.22415334238485,0.0,,0.7,0.0,0.0,0.0,0.06790189532781318,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,
109,eGon2035,25,52046,rural_heat_pump,1767.2332646459024,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,1767.2332646459024,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
110,eGon2035,25,70134,BEV_charger,3134.3623009622097,False,inf,0.0,0.0,,0.9,0.0,0.0,0.0,3134.3623009622097,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
111,eGon2035,25,77083,power_to_H2,0.0,True,inf,461.22415334238485,0.0,,0.7,0.0,0.0,0.0,10472.056794560634,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,
112,eGon2035,25,77103,central_heat_pump,20.816258205505914,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,20.816258205505914,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
113,eGon2035,25,77103,central_resistive_heater,29.214161528324055,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,29.214161528324055,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
114,eGon2035,25,77109,central_heat_pump,0.5062741485322212,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.5062741485322212,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
115,eGon2035,25,77109,central_resistive_heater,0.6820268324216037,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.6820268324216037,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
116,eGon2035,26,42660,dsm,98.14689186717669,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,98.14689186717669,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
117,eGon2035,26,52040,rural_heat_pump,977.6917849023557,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,977.6917849023557,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
118,eGon2035,26,70512,BEV_charger,1817.235921740532,False,inf,0.0,0.0,,0.9,0.0,0.0,0.0,1817.235921740532,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
