name,bus0,bus1,carrier,x,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,terrain_factor,num_parallel,v_ang_min,v_ang_max,geom,s_nom_mod
17392,32012,16605,AC,0.01592874015935541,0.004605493847349527,0.0,5.0455427e-07,520.0,True,520.0,3109.3776097476484,1.0,0,40,0.032899519008662476,0.12755592323883824,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85ce9e0e0>,0.0
20672,32014,23952,AC,2.442022,0.70606525,0.0,7.7330737e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,3.345191660720783,12.969764408462984,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85c08b0d0>,0.0
21068,32014,24140,AC,0.74116009,0.21429221,0.0,2.3470007e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,1.0219359789307603,3.962185199399928,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85c08b3a0>,0.0
19273,32015,32014,AC,1.7721055,0.51237087,0.0,5.6116654e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,2.4336400441272725,9.435554440109778,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85c08b5e0>,0.0
8193,32016,31024,AC,0.44851554,0.084232456,0.0,0.00037376295,280.0,True,280.0,1554.6888048738242,1.0,0,40,1.2321769497455757,4.777318123618436,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa8609d0c10>,0.0
15518,32025,11048,AC,0.012206964,0.0035294006000000004,0.0,9.6638102e-08,260.0,True,260.0,1554.6888048738242,1.0,0,40,0.008360231696186994,0.03241375876093955,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85d32b430>,0.0
19281,32027,23043,AC,0.031223324,0.0090276527,0.0,2.4718485e-07,260.0,True,260.0,1554.6888048738242,1.0,0,40,0.02256486263793346,0.08748705067029446,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa8621027a0>,0.0
21368,32027,23939,AC,0.031465203,0.0090975786,0.0,2.4909907e-07,260.0,True,260.0,1554.6888048738242,1.0,0,40,0.02374614043291735,0.09206702582740951,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85db28c40>,0.0
17368,32028,31288,AC,1.9575561499999998,0.565991415,0.0,6.1989268e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,2.6899381861392357,10.429257300024748,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa8609ec6a0>,0.0
2777,3203,31479,AC,0.04202482957518421,0.012150692271388729,0.0,2.99447291e-06,780.0,True,780.0,1554.688804873824,1.0,0,40,0.12828592593788374,0.4973820351977616,1.0,3.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa86002fa90>,0.0
19736,32030,30199,AC,0.063966529,0.018494729,0.0,5.0640194e-07,260.0,True,260.0,1554.6888048738242,1.0,0,40,0.04854443581322713,0.18821339991731537,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85dda9c30>,0.0
19272,32031,27764,AC,0.102299813,0.019212138,0.0,0.00034099857,560.0,True,560.0,1554.6888048738242,1.0,0,40,0.5633823174008755,2.1843100992930427,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85a284160>,0.0
19288,32032,27961,AC,0.009078325688544933,0.002624831075490782,0.0,1.79725777e-06,1300.0,True,1300.0,1554.6888048738242,1.0,0,40,0.0421737996955089,0.16260411672857333,1.0,3.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85a225b70>,0.0
22049,32032,27983,AC,0.014016556926179839,0.004052627182842437,0.0,1.77563265e-06,1040.0,True,1040.0,1554.6888048738242,1.0,0,40,0.04849146939532728,0.18800804188961623,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85db0a530>,0.0
19287,32032,28059,AC,0.016788871,0.0048541933,0.0,5.3164859e-07,520.0,True,520.0,1554.6888048738242,1.0,0,40,0.03180036027469666,0.12329433488369765,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa86005c310>,0.0
29084,32032,32031,AC,0.041860192,0.0078614668,0.0,3.4883574e-05,280.0,True,280.0,1554.6888048738242,1.0,0,40,0.1142591558577557,0.44299833411208467,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa8623977f0>,0.0
16257,32033,13052,AC,0.0220126248,0.00245238852,0.0,1.540883736e-06,3580.0,True,3580.0,10741.486288219148,1.0,0,40,0.1605048568674823,0.20564595947867695,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85d5eb0d0>,0.0
4808,32036,31902,AC,3.8564394,1.11501984,0.0,3.0530236e-05,260.0,True,260.0,1554.6888048738242,1.0,0,40,2.645625445006547,10.257450757657505,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85bdfb280>,0.0
11098,32038,1394,AC,0.12998062,0.03758139,0.0,1.64641796e-05,1040.0,True,1040.0,1554.6888048738242,1.0,0,40,0.39247028604080597,1.5216608384628536,1.0,4.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa8609a1f00>,0.0
6760,32039,11713,AC,0.03259129926155139,0.009423170603683265,0.0,1.0326212600000001e-06,520.0,True,520.0,3109.3776097476484,1.0,0,40,0.07749103743716823,0.3004433232118313,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85ce8bb80>,0.0
6071,32040,10660,AC,0.021800015703063082,0.007563688135528693,0.0,3.84263088e-06,2080.0,True,2080.0,12437.510438990594,1.0,0,40,0.3118638949421222,0.3995738892504707,1.0,4.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85f8823e0>,0.0
1774,32041,1515,AC,0.021916488,0.006336757900000001,0.0,1.7350553e-07,260.0,True,260.0,1554.6888048738242,1.0,0,40,0.01788124513605928,0.06932802669210679,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85fd53f40>,0.0
11163,32042,1514,AC,0.0104888366,0.0030326472,0.0,8.3036613e-08,260.0,True,260.0,1554.6888048738242,1.0,0,40,0.009259723364408721,0.035901210664277566,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85e8450f0>,0.0
17226,32043,15840,AC,0.01142565581252663,0.0033035196347919026,0.0,3.6421363e-07,520.0,True,520.0,3109.3776097476484,1.0,0,40,0.019571950730285476,0.07588312292131937,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85b64cf40>,0.0
17993,32044,18392,AC,0.021789864803078384,0.006300137022853413,0.0,6.90063e-07,520.0,True,520.0,3109.3776097476484,1.0,0,40,0.033195134745807986,0.12870206577866067,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa862171f60>,0.0
9594,32045,18390,AC,0.017362797235128402,0.005020134711402494,0.0,5.4982521e-07,520.0,True,520.0,3109.3776097476484,1.0,0,40,0.03358433314648286,0.13021104107122017,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85a254280>,0.0
22831,32047,28828,AC,0.020971236,0.0060634431,0.0,2.6563614e-06,1040.0,True,1040.0,1554.6888048738242,1.0,0,40,0.07160184352073243,0.27761011501368943,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85db4d330>,0.0
19475,32047,29160,AC,0.47773946,0.13812997,0.0,1.5128388e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,0.6747362762157136,2.61604458815248,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85db4dfc0>,0.0
1711,32048,1393,AC,4.6980549,1.3583581,0.0,3.7192859e-05,260.0,True,260.0,1554.6888048738242,1.0,0,40,3.2072203889648354,12.434830966286134,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85cece110>,0.0
25892,32050,30224,AC,0.51303153,0.1483339,0.0,1.6245944e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,0.7192452929843236,2.788612117935457,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa860081de0>,0.0
17391,32051,16603,AC,0.38083237499999995,0.110110605,0.0,1.20596828e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,0.5271380899761907,2.0437862852513597,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa860993640>,0.0
9012,32051,16611,AC,1.537184,0.44444752,0.0,4.8677332e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,2.107127261295225,8.16961983928908,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa860993670>,0.0
9027,32052,16611,AC,2.23705405,0.6468055,0.0,7.0839934e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,3.056815757194388,11.851691691215713,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa860993220>,0.0
16474,32053,13537,AC,0.028001797163576533,0.008096206346192358,0.0,8.8673277e-07,520.0,True,520.0,3109.3776097476484,1.0,0,40,0.045012569942956535,0.17451987413295697,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa8600891b0>,0.0
28228,32054,22072,AC,1.4613412,0.42251989999999995,0.0,4.6275845e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,2.0021816346153987,7.7627313283203,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85c023eb0>,0.0
19306,32054,29913,AC,0.17865771,0.051655747,0.0,1.4143811e-06,260.0,True,260.0,1554.6888048738242,1.0,0,40,0.128830388946209,0.49949299255485957,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85ff496c0>,0.0
8456,32058,32056,AC,3.8898717,1.1246829,0.0,0.000123179452,520.0,True,520.0,1554.6888048738242,1.0,0,40,5.310410722024524,20.589186797743466,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85c068940>,0.0
17046,32058,32057,AC,0.188612985,0.0545339135,0.0,5.9727294e-06,520.0,True,520.0,1554.6888048738242,1.0,0,40,0.26498649977292565,1.027388808190904,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85d374550>,0.0
28037,32061,29146,AC,0.83195365,0.24054436999999998,0.0,6.5862962e-06,260.0,True,260.0,1554.6888048738242,1.0,0,40,0.5725885452822991,2.220003900672112,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85be81630>,0.0
28038,32061,29147,AC,0.75824408,0.21923263999999998,0.0,6.0027616e-06,260.0,True,260.0,1554.6888048738242,1.0,0,40,0.5224252830520507,2.0255140899011246,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85be81840>,0.0
12053,32062,2702,AC,0.007780585625879141,0.002249615352963476,0.0,9.8554984e-07,1040.0,True,1040.0,3109.3776097476484,1.0,0,40,0.023781563387983498,0.09220436545648192,1.0,4.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85a27b610>,0.0
1536,32064,1004,AC,0.9513867,0.275075955,0.0,3.0127306e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,1.3089946093628932,5.075150669162758,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85ce02ef0>,0.0
20003,32070,23700,AC,0.0082426773,0.002383216,0.0,2.6101757e-07,520.0,True,520.0,1554.6888048738242,1.0,0,40,0.012456061798640311,0.04829385080758306,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85fd68fa0>,0.0
20002,32070,23721,AC,2.2938091,0.6632131,0.0,7.2637268e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,3.136256573369311,12.159694572576111,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85fd68b50>,0.0
19327,32071,29127,AC,0.88488389,0.25584724,0.0,2.8021301e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,1.212315343616894,4.7003119672037155,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85a1da230>,0.0
21715,32071,31236,AC,2.0334292,0.5879269,0.0,6.4391723e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,2.8004912849760726,10.857886745498837,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85a1da2f0>,0.0
19328,32073,28830,AC,0.14248597,0.041197233,0.0,4.5120658e-06,520.0,True,520.0,1554.6888048738242,1.0,0,40,0.1956448978138794,0.7585419580464595,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85c023a60>,0.0
19312,32075,27357,AC,0.028638522,0.0082803083,0.0,9.0688774e-07,520.0,True,520.0,1554.6888048738242,1.0,0,40,0.04496140947779282,0.17432151803037785,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85db67580>,0.0
19320,32079,31273,AC,2.1821987,0.63094119,0.0,6.9102737e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,2.988497185800751,11.586811270131767,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa860006320>,0.0
11333,32081,1815,AC,0.0336903688,0.0116891324,0.0,3.7059396e-07,520.0,True,520.0,6218.755219495297,1.0,0,40,0.10604583730641298,0.13587064209279498,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85d4f9c30>,0.0
8447,32082,15242,AC,6.4115238,1.8537804999999998,0.0,5.0757927e-05,260.0,True,260.0,1554.6888048738242,1.0,0,40,4.378552063596331,16.976243657978525,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85a257b20>,0.0
8693,32082,16389,AC,1.576509,0.45582031,0.0,1.2480787e-05,260.0,True,260.0,1554.6888048738242,1.0,0,40,1.077914116182473,4.179220073874919,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa860993c40>,0.0
2398,32083,2528,AC,0.009299108867602943,0.002688665424337802,0.0,1.18019528e-06,1040.0,True,1040.0,3109.3776097476484,1.0,0,40,0.028137735960669267,0.10909384077526496,1.0,4.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa8609ec9d0>,0.0
29178,32086,32029,AC,0.70577001,0.13254582,0.0,0.00058814107,280.0,True,280.0,1554.6888048738242,1.0,0,40,1.9272054557893108,7.472038455012221,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa8621d18a0>,0.0
15362,32087,10321,AC,0.01224860231047552,0.0035414558407028444,0.0,3.8796714e-07,520.0,True,520.0,3109.3776097476484,1.0,0,40,0.02040988109154699,0.07913189323958522,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85d3b78b0>,0.0
11519,32089,2010,AC,0.3376021,0.097611305,0.0,1.06907372e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,0.4881298488690281,1.8925460131052165,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85ce8ceb0>,0.0
25699,32090,26823,AC,1.8120234,0.52391306,0.0,5.7380741e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,2.485337447877232,9.635992326835137,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa8621003d0>,0.0
26071,32090,29857,AC,2.1535217,0.62265027,0.0,6.8194753e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,2.9507847841372614,11.440595144282822,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa862100310>,0.0
10321,32090,30,AC,1.32634755,0.383488325,0.0,4.2001036e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,1.8359208568151084,7.118115612049817,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85db0b370>,0.0
9833,32092,18346,AC,0.03243891914515607,0.009379117937549988,0.0,1.02729484e-06,520.0,True,520.0,3109.3776097476484,1.0,0,40,0.053224974388933075,0.20636048647873195,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85a107280>,0.0
22921,32093,25399,AC,0.012720464827546879,0.003677886230195431,0.0,4.0398391e-07,520.0,True,520.0,3109.3776097476484,1.0,0,40,0.02076126697463019,0.08049426424318472,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa8621b9fc0>,0.0
27988,32094,29067,AC,2.5905132,0.74899968,0.0,8.2033039e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,3.5501814472497766,13.764537774856379,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85db67340>,0.0
19329,32095,28830,AC,0.8449780899999999,0.24430989,0.0,2.6757698e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,1.1741329869778783,4.552273761804972,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85be820b0>,0.0
20983,32095,29180,AC,0.013426469198183359,0.003882016841542452,0.0,1.70576241e-06,1040.0,True,1040.0,1554.6888048738242,1.0,0,40,0.04798919779436295,0.18606066637446705,1.0,4.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85d3b6050>,0.0
8700,32096,31680,AC,0.2300452,0.043203171,0.0,0.00019170514,280.0,True,280.0,1554.6888048738242,1.0,0,40,0.651036350652109,2.5241567436778736,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85a15bd00>,0.0
11512,32097,2005,AC,4.7093563,1.3616251,0.0,3.7282399e-05,260.0,True,260.0,1554.6888048738242,1.0,0,40,3.2214165123884557,12.489871273387147,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85b64eb90>,0.0
2090,32098,2002,AC,0.013184523,0.0038120566,0.0,1.04377383e-07,260.0,True,260.0,1554.6888048738242,1.0,0,40,0.012456433620406573,0.048295292411293544,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85ce8b430>,0.0
2087,32098,2013,AC,0.013862243999999998,0.004008004,0.0,1.09742523e-07,260.0,True,260.0,1554.6888048738242,1.0,0,40,0.012074689316677845,0.04681521766945722,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85b64dc90>,0.0
28622,32102,1503,AC,0.32579528,0.036296384,0.0,5.7014174e-06,1790.0,True,1790.0,10741.486288219148,1.0,0,40,1.0475941117081098,1.342224157268306,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85e80ae60>,0.0
1112,32105,154,AC,0.47539387499999997,0.13745116,0.0,1.50541424e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,0.6625331739300555,2.5687314958846192,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa8609d12a0>,0.0
8201,32108,14727,AC,2.642398,0.76400005,0.0,8.3676098e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,3.633595366864201,14.08794492024919,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85bebb670>,0.0
21930,32109,25629,AC,1.6819363,0.48630263,0.0,5.3261417e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,2.3082348485191133,8.949341389379947,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85fdd6d70>,0.0
9258,32111,31114,AC,0.26427731,0.049632022,0.0,0.00022023089,280.0,True,280.0,1554.6888048738242,1.0,0,40,0.7266649808600801,2.817379259998748,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa86239f310>,0.0
9217,32111,31645,AC,0.20309245,0.038141257,0.0,0.00016924391,280.0,True,280.0,1554.6888048738242,1.0,0,40,0.5783556222654338,2.2423636448610624,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85c020a30>,0.0
14710,32118,31865,AC,0.50230367,0.14523146,0.0,1.59062728e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,0.7124472836694222,2.7622553084599097,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85ffbb010>,0.0
17728,32120,17682,AC,0.136693095,0.0395222905,0.0,4.3286056e-06,520.0,True,520.0,1554.6888048738242,1.0,0,40,0.19896641217522776,0.7714199223352778,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85be00340>,0.0
29163,32121,1568,AC,0.47428249000000006,0.08907160899999998,0.0,0.00039523561,280.0,True,280.0,1554.6888048738242,1.0,0,40,1.2959650783515595,5.024633399986812,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85e9a09a0>,0.0
17727,32121,17680,AC,0.013698168,0.003960572,0.0,4.3377532e-07,520.0,True,520.0,1554.6888048738242,1.0,0,40,0.023593987767258327,0.09147710918649216,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85c089d80>,0.0
1025,32122,1,AC,0.02971881251085277,0.00859265249447331,0.0,9.411670400000001e-07,520.0,True,520.0,3109.3776097476484,1.0,0,40,0.04909152700627639,0.19033454710511655,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa8623c8100>,0.0
8280,32127,14916,AC,0.081972055,0.023700754,0.0,6.4894599e-07,260.0,True,260.0,1554.6888048738242,1.0,0,40,0.07356918270652833,0.2852377574148463,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85d317dc0>,0.0
28163,32127,23807,AC,4.698672,1.3585396,0.0,3.719782e-05,260.0,True,260.0,1554.6888048738242,1.0,0,40,3.2268654986046332,12.510997736279727,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85c02b9a0>,0.0
24459,32127,31760,AC,0.007536255692534161,0.0021789701104464863,0.0,9.5466217e-07,1040.0,True,1040.0,1554.6888048738242,1.0,0,40,0.1775879369589188,0.6885326575416222,1.0,4.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85ffbabf0>,0.0
19947,32129,21707,AC,0.01483061394250562,0.004287995913133775,0.0,4.6964214e-07,520.0,True,520.0,3109.3776097476484,1.0,0,40,0.024211121277327944,0.09386981999231968,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa8608ff760>,0.0
21694,32130,27798,AC,0.027876222000000003,0.0052352223,0.0,2.3230185e-05,280.0,True,280.0,1554.6888048738242,1.0,0,40,0.0837044509489947,0.3245335750102548,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85a14bfd0>,0.0
20440,32130,28257,AC,1.3803438,0.39910034999999994,0.0,4.3710887e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,1.899307020000717,7.363872413648621,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85a124250>,0.0
20634,32130,29576,AC,3.5993507,1.04068591,0.0,0.00011397958,520.0,True,520.0,1554.6888048738242,1.0,0,40,4.919551277102455,19.073771410043513,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85a14b820>,0.0
9303,32132,17458,AC,0.024634450499999995,0.0046264229,0.0,8.2114956e-05,560.0,True,560.0,1554.6888048738242,1.0,0,40,0.1372729509725779,0.5322259572371425,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85fd8dd20>,0.0
9349,32132,17585,AC,0.07010377,0.013165647,0.0,0.00023367883,560.0,True,560.0,1554.6888048738242,1.0,0,40,0.3872270832638129,1.5013322260362798,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85fef64a0>,0.0
29114,32132,30997,AC,0.22306713,0.04189262,0.0,0.00018588988,280.0,True,280.0,1554.6888048738242,1.0,0,40,0.6096409682954737,2.3636611992617063,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa8621d1a50>,0.0
8254,32133,32131,AC,0.13164558,0.024723325,0.0,0.000109704408,280.0,True,280.0,1554.6888048738242,1.0,0,40,0.3656669800006048,1.4177407645277063,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85c022c50>,0.0
5100,32134,31865,AC,3.5303565,1.02073785,0.0,0.000111794562,520.0,True,520.0,1554.6888048738242,1.0,0,40,4.933321171526042,19.12715916916666,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85ff97610>,0.0
19960,32135,22034,AC,0.507595,0.14676211,0.0,1.6073882e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,0.7013807283882388,2.7193487639723353,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85e955c30>,0.0
24102,32135,2218,AC,4.0149252,1.16084133,0.0,3.1784885e-05,260.0,True,260.0,1554.6888048738242,1.0,0,40,2.7459235439456524,10.64632016957533,1.0,1.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85e92b580>,0.0
16224,32136,12994,AC,0.32997305,0.095405475,0.0,1.04491486e-05,520.0,True,520.0,1554.6888048738242,1.0,0,40,0.4632929652926927,1.7962500273152469,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85b66eec0>,0.0
10270,32137,113,AC,0.01066299134185532,0.0030830080665519345,0.0,3.3766502e-07,520.0,True,520.0,3109.3776097476484,1.0,0,40,0.016435562932123546,0.06372291957232104,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85a287dc0>,0.0
12161,3214,2836,AC,0.0352452242,0.00392661144,0.0,2.467163528e-06,3580.0,True,3580.0,10741.486288219148,1.0,0,40,0.2187626371456238,0.2802884180074416,1.0,2.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85c970310>,0.0
2789,3214,31532,AC,0.010317235458276081,0.0011494273911164365,0.0,2.888828856e-06,7160.0,True,7160.0,21482.972576438297,1.0,0,40,0.38148036220101367,0.4887696026038095,1.0,4.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85e80a440>,0.0
12035,32142,2679,AC,0.007264737879865659,0.002100465067670865,0.0,5.176138e-07,780.0,True,780.0,1554.688804873824,1.0,0,40,0.022617894791518194,0.08769266356421133,1.0,3.0,-inf,inf,<sqlalchemy.sql.functions._FunctionGenerator object at 0x7fa85ffb8d60>,0.0
